timestamp,open,high,low,close,volume
2025-12-08 02:00:00,133.37,134.2,133.14,134.04,64951.791
2025-12-08 03:00:00,134.05,134.71,133.76,134.32,77363.367
2025-12-08 04:00:00,134.32,135.2,134.07,135.05,61671.525
2025-12-08 05:00:00,135.06,135.44,134.59,135.2,59971.409
2025-12-08 06:00:00,135.2,136.0,134.65,135.73,87966.443
2025-12-08 07:00:00,135.73,135.98,134.91,135.85,160796.001
2025-12-08 08:00:00,135.85,136.95,135.65,136.71,107937.464
2025-12-08 09:00:00,136.7,138.9,136.68,138.14,204960.86
2025-12-08 10:00:00,138.14,139.36,138.05,138.74,121536.944
2025-12-08 11:00:00,138.74,139.14,138.13,138.37,107979.077
2025-12-08 12:00:00,138.37,138.59,137.25,137.84,168122.327
2025-12-08 13:00:00,137.84,139.32,137.55,138.13,141944.528
2025-12-08 14:00:00,138.13,139.0,136.86,137.19,191367.866
2025-12-08 15:00:00,137.2,137.57,135.24,135.55,269180.051
2025-12-08 16:00:00,135.54,136.54,134.86,135.6,189943.862
2025-12-08 17:00:00,135.6,136.3,134.78,135.83,130194.748
2025-12-08 18:00:00,135.83,136.25,133.02,133.62,195886.261
2025-12-08 19:00:00,133.62,134.68,133.46,133.67,139034.77
2025-12-08 20:00:00,133.66,134.94,133.43,134.09,133733.065
2025-12-08 21:00:00,134.09,134.58,133.24,134.48,141822.808
2025-12-08 22:00:00,134.48,134.55,133.38,133.58,82974.766
2025-12-08 23:00:00,133.58,133.79,132.45,133.25,190080.012
2025-12-09 00:00:00,133.24,133.61,132.57,133.01,131933.777
2025-12-09 01:00:00,133.02,133.33,132.62,133.13,77130.353
2025-12-09 02:00:00,133.12,133.65,132.75,132.78,54685.37
2025-12-09 03:00:00,132.78,134.42,132.47,134.18,107067.975
2025-12-09 04:00:00,134.18,134.26,132.35,132.65,93745.613
2025-12-09 05:00:00,132.65,133.01,131.77,132.1,177954.036
2025-12-09 06:00:00,132.1,132.79,131.97,132.62,61276.838
2025-12-09 07:00:00,132.62,133.3,132.36,133.2,50977.06
2025-12-09 08:00:00,133.21,133.42,132.65,133.13,50733.662
2025-12-09 09:00:00,133.12,133.13,132.28,132.35,40993.688
2025-12-09 10:00:00,132.35,132.88,132.01,132.74,79391.492
2025-12-09 11:00:00,132.74,133.03,132.39,132.95,41928.739
2025-12-09 12:00:00,132.95,133.57,132.73,133.12,69236.117
2025-12-09 13:00:00,133.11,133.3,132.04,132.41,107504.857
2025-12-09 14:00:00,132.42,132.84,131.62,132.52,135781.992
2025-12-09 15:00:00,132.52,138.5,132.39,138.45,577463.725
2025-12-09 16:00:00,138.46,144.64,138.45,143.67,978402.245
2025-12-09 17:00:00,143.67,144.93,142.52,143.12,488200.086
2025-12-09 18:00:00,143.13,143.28,141.66,142.5,269251.092
2025-12-09 19:00:00,142.5,142.85,141.7,142.1,120789.594
2025-12-09 20:00:00,142.11,142.34,139.65,140.15,254594.743
2025-12-09 21:00:00,140.16,140.47,136.71,137.74,203852.62
2025-12-09 22:00:00,137.75,139.43,137.43,138.78,197348.523
2025-12-09 23:00:00,138.77,138.82,137.68,137.88,138277.837
2025-12-10 00:00:00,137.87,138.34,137.19,137.28,124047.366
2025-12-10 01:00:00,137.28,138.51,137.2,137.85,340280.124
2025-12-10 02:00:00,137.85,138.14,137.19,137.73,95954.937
2025-12-10 03:00:00,137.74,138.61,137.54,138.15,100622.957
2025-12-10 04:00:00,138.15,140.22,138.05,139.03,182167.271
2025-12-10 05:00:00,139.03,139.6,138.63,139.16,83138.223
2025-12-10 06:00:00,139.17,139.44,138.72,139.23,43677.367
2025-12-10 07:00:00,139.23,139.23,138.36,139.2,62306.612
2025-12-10 08:00:00,139.2,139.44,138.42,138.5,83487.149
2025-12-10 09:00:00,138.5,139.1,138.14,138.97,77100.062
2025-12-10 10:00:00,138.97,139.88,136.81,136.97,207333.154
2025-12-10 11:00:00,136.96,137.5,136.33,137.24,144892.302
2025-12-10 12:00:00,137.23,138.15,136.81,137.9,92081.601
2025-12-10 13:00:00,137.89,138.16,137.47,137.7,76103.025
2025-12-10 14:00:00,137.69,137.74,136.52,137.17,144101.458
2025-12-10 15:00:00,137.18,137.66,135.71,136.17,173675.218
2025-12-10 16:00:00,136.16,137.45,135.73,136.14,187027.491
2025-12-10 17:00:00,136.13,137.19,135.92,136.85,169330.678
2025-12-10 18:00:00,136.84,139.52,136.41,137.72,306007.087
2025-12-10 19:00:00,137.72,139.64,136.19,138.67,599151.421
2025-12-10 20:00:00,138.67,142.57,137.43,138.34,791126.484
2025-12-10 21:00:00,138.33,138.87,136.8,137.15,218565.98
2025-12-10 22:00:00,137.16,137.85,135.39,137.61,137587.931
2025-12-10 23:00:00,137.6,137.82,136.11,136.26,80464.378
2025-12-11 00:00:00,136.26,136.43,133.45,133.86,228643.027
2025-12-11 01:00:00,133.86,134.19,132.66,132.89,174931.902
2025-12-11 02:00:00,132.89,132.94,130.52,130.78,457794.039
2025-12-11 03:00:00,130.78,130.78,129.0,129.39,386650.022
2025-12-11 04:00:00,129.39,131.52,129.04,131.04,232060.312
2025-12-11 05:00:00,131.04,131.3,130.47,131.19,121709.082
2025-12-11 06:00:00,131.19,131.42,130.37,131.06,105175.52
2025-12-11 07:00:00,131.06,131.4,130.66,131.03,83938.722
2025-12-11 08:00:00,131.03,131.13,130.15,131.1,99287.831
2025-12-11 09:00:00,131.1,131.41,130.83,130.95,91863.943
2025-12-11 10:00:00,130.94,131.11,130.5,130.83,66541.631
2025-12-11 11:00:00,130.83,131.22,130.76,130.93,64281.744
2025-12-11 12:00:00,130.93,131.87,130.73,131.23,93567.131
2025-12-11 13:00:00,131.22,131.52,130.88,131.31,63568.31
2025-12-11 14:00:00,131.31,131.51,129.84,130.63,209484.402
2025-12-11 15:00:00,130.63,132.82,130.31,131.18,200128.338
2025-12-11 16:00:00,131.17,132.0,130.12,131.34,102105.985
2025-12-11 17:00:00,131.33,132.6,130.8,132.36,119635.503
2025-12-11 18:00:00,132.35,135.58,132.01,134.46,409025.786
2025-12-11 19:00:00,134.47,135.49,133.62,133.91,225786.506
2025-12-11 20:00:00,133.9,136.98,133.82,136.1,211236.702
2025-12-11 21:00:00,136.11,137.79,136.1,137.03,316532.882
2025-12-11 22:00:00,137.03,137.49,135.83,136.17,225673.078
2025-12-11 23:00:00,136.17,136.77,135.68,136.41,88074.638
2025-12-12 00:00:00,136.41,137.49,135.35,135.5,140105.203
2025-12-12 01:00:00,135.51,137.25,135.51,136.74,124114.818
2025-12-12 02:00:00,136.73,137.95,136.51,137.22,116214.265
2025-12-12 03:00:00,137.21,137.45,136.56,137.08,78799.819
2025-12-12 04:00:00,137.08,137.19,136.77,137.04,68751.428
2025-12-12 05:00:00,137.04,138.93,136.52,138.9,179135.535
2025-12-12 06:00:00,138.91,140.12,138.71,139.13,239723.125
2025-12-12 07:00:00,139.14,139.42,138.79,139.09,90951.486
2025-12-12 08:00:00,139.09,139.15,137.46,137.95,162531.202
2025-12-12 09:00:00,137.94,138.47,137.19,138.25,106624.385
2025-12-12 10:00:00,138.24,138.56,137.95,138.35,86799.442
2025-12-12 11:00:00,138.36,138.44,138.04,138.1,11633.272
